"airport","description","frequency","type"
"KCMY","TWR","38.5","TWR"
"KCMY","VOLK APP/DEP","135.25","A/D"
"KCNH","BANGOR RDO","122.4","RDO"
"KCNH","BOSTON CNTR","134.7","CNTR"
"KCNH","CTAF/UNICOM","122.7","UNIC"
"KCNK","ASOS","121.225","ASOS"
"KCNK","CTAF/UNICOM","122.8","UNIC"
"KCNK","KANSAS CITY CNTR","134.9","CNTR"
"KCNM","ALBUQUERQUE CNTR","135.875","CNTR"
"KCNM","ALBUQUERQUE RDO","122.65","RDO"
"KCNM","ASOS","118.375","ASOS"
"KCNM","CTAF/UNICOM","122.95","UNIC"
"KCNO","ATIS","125.85","ATIS"
"KCNO","CTAF","118.5","CTAF"
"KCNO","GND","121.6","GND"
"KCNO","SOCAL APP/DEP","135.4","A/D"
"KCNO","TWR","118.5","TWR"
"KCNO","UNICOM","122.95","UNIC"
"KCNU","ASOS","127.075","ASOS"
"KCNU","CTAF/UNICOM","122.7","UNIC"
"KCNU","KANSAS CITY CNTR","132.9","CNTR"
"KCNU","WICHITA RDO","122.35","RDO"
"KCNW","AWOS 3","134.225","AWOS"
"KCNW","CTAF","124","CTAF"
"KCNW","CTAS RDO","123.55","MISC"
"KCNW","FORT WORTH RDO","122.15","RDO"
"KCNW","GND","121.7","GND"
"KCNW","TWR","124","TWR"
"KCNW","UNICOM","122.95","UNIC"
"KCNW","WACO APP","135.2","APP"
"KCNW","WACO DEP","126.125","DEP"
"KCNY","ASOS","118.525","ASOS"
"KCNY","CEDAR CITY RDO","122.3","RDO"
"KCNY","CTAF/UNICOM","122.8","UNIC"
"KCNY","DENVER CNTR","134.5","CNTR"
"KCOD","AWOS 3","135.075","AWOS"
"KCOD","CASPER RDO","122.3","RDO"
"KCOD","CTAF/UNICOM","122.8","UNIC"
"KCOD","SALT LAKE CITY CNTR","133.25","CNTR"
"KCOE","AWOS 3","135.075","AWOS"
"KCOE","BOISE RDO","122.05","RDO"
"KCOE","CTAF/UNICOM","122.8","UNIC"
"KCOE","SEATTLE CNTR","123.95","CNTR"
"KCOE","SPOKANE APP/DEP","132.1","A/D"
"KCOF","ATIS","119.175","ATIS"
"KCOF","BEACH OPS","311","OPS"
"KCOF","CLNC DEL","118.4","CLD"
"KCOF","GND","124.35","GND"
"KCOF","KING OPS","150.35","OPS"
"KCOF","ORLANDO APP/DEP","132.65","A/D"
"KCOF","PMSV METRO","344.6","PMSV"
"KCOF","PTD","139.3","PTD"
"KCOF","RESCUE OPS","138.475","OPS"
"KCOF","TWR","133.75","TWR"
"KCOI","ASOS","119.025","ASOS"
"KCOI","CTAF/UNICOM","123.05","UNIC"
"KCOI","ORLANDO APP/DEP","134.95","A/D"
"KCOM","CTAF/UNICOM","122.8","UNIC"
"KCOM","FORT WORTH CNTR","127.345","CNTR"
"KCON","ARNG OPS","32.1","OPS"
"KCON","ASOS","132.32","ASOS"
"KCON","BANGOR RDO","122.3","RDO"
"KCON","BOSTON APP/DEP","127.35","A/D"
"KCON","CLNC DEL","133.65","CLD"
"KCON","CTAF/UNICOM","122.7","UNIC"
"KCOS","AFRC OPS","29.84","OPS"
"KCOS","ATIS","125","ATIS"
"KCOS","CLNC DEL","134.45","CLD"
"KCOS","CTAF","124.15","CTAF"
"KCOS","DENVER RDO","122.25","RDO"
"KCOS","GND","121.7","GND"
"KCOS","PETERSON PTD","122.85","PTD"
"KCOS","PMSV PETERSON METRO","34.92","PMSV"
"KCOS","SPRINGS APP","118.5","APP"
"KCOS","SPRINGS DEP","124","DEP"
"KCOS","SPRINGS TWR","119.9","TWR"
"KCOS","UNICOM","122.95","UNIC"
"KCOT","ASOS","134.075","ASOS"
"KCOT","CTAF/UNICOM","122.7","UNIC"
"KCOT","HOUSTON CNTR","134.6","CNTR"
"KCOT","SAN ANGELO RDO","122.2","RDO"
"KCOU","ATIS","128.45","ATIS"
"KCOU","CTAF","119.3","CTAF"
"KCOU","GND","121.6","GND"
"KCOU","MIZZU APP/DEP","124.375","A/D"
"KCOU","RDO","122.2","RDO"
"KCOU","TWR","119.3","TWR"
"KCOU","UNICOM","122.95","UNIC"
"KCPM","CTAF/UNICOM","123.05","UNIC"
"KCPR","ATIS","126.15","ATIS"
"KCPR","CASPER APP/DEP","119","A/D"
"KCPR","CASPER GND/CLNC DEL","121.9","GCCD"
"KCPR","CASPER RDO","122.2","RDO"
"KCPR","CASPER TWR","118.3","TWR"
"KCPR","CTAF","118.3","CTAF"
"KCPR","UNICOM","122.95","UNIC"
"KCPR","VFR ADVSY SVC","118.3","AAS"
"KCPS","APP/DEP","123.7","A/D"
"KCPS","ATIS","121.45","ATIS"
"KCPS","CLNC DEL","121.8","CLD"
"KCPS","CTAF","119.925","CTAF"
"KCPS","DOWNTOWN TWR","119.925","TWR"
"KCPS","GND","121.8","GND"
"KCPS","UNICOM","122.95","UNIC"
"KCRE","ANDERSON RDO","123.6","RDO"
"KCRE","ATIS","119.625","ATIS"
"KCRE","CTAF","124.6","CTAF"
"KCRE","MYRTLE BEACH APP/DEP","119.2","A/D"
"KCRE","STRAND GND","121.8","GND"
"KCRE","STRAND TWR","124.6","TWR"
"KCRE","UNICOM","122.95","UNIC"
"KCRG","ATIS","125.4","ATIS"
"KCRG","CLNC DEL","118.35","CLD"
"KCRG","CTAF","132.1","CTAF"
"KCRG","GAINESVILLE RDO","122.2","RDO"
"KCRG","GND","121.8","GND"
"KCRG","JACKSONVILLE APP","124.9","APP"
"KCRG","JACKSONVILLE DEP","118","DEP"
"KCRG","TWR","132.1","TWR"
"KCRG","UNICOM","122.95","UNIC"
"KCRO","CTAF","122.9","CTAF"
"KCRP","APP/DEP","120.9","A/D"
"KCRP","ATIS","126.8","ATIS"
"KCRP","CLNC DEL","118.55","CLD"
"KCRP","GND","121.9","GND"
"KCRP","SAN ANGELO RDO","122.65","RDO"
"KCRP","TWR","119.4","TWR"
"KCRP","UNICOM","122.95","UNIC"
"KCRQ","ATIS","120.15","ATIS"
"KCRQ","CLNC DEL","134.85","CLD"
"KCRQ","CTAF","118.6","CTAF"
"KCRQ","GND","121.8","GND"
"KCRQ","SAN DIEGO RDO","115.3","RDO"
"KCRQ","SOCAL APP/DEP","127.3","A/D"
"KCRQ","TWR","118.6","TWR"
"KCRS","ASOS","120.675","ASOS"
"KCRS","CTAF/UNICOM","122.8","UNIC"
"KCRS","FORT WORTH CNTR","135.25","CNTR"
"KCRT","CTAF/UNICOM","122.8","UNIC"
"KCRT","MEMPHIS CNTR","135.875","CNTR"
"KCRW","ANG COMD POST/OPS","30.23","POST"
"KCRW","ATIS","127.6","ATIS"
"KCRW","CHARLESTON APP/DEP","128.5","A/D"
"KCRW","CHARLESTON TWR","125.7","TWR"
"KCRW","CLNC DEL","118.55","CLD"
"KCRW","ELKINS RDO","122.2","RDO"
"KCRW","GND","121.8","GND"
"KCRW","UNICOM","122.95","UNIC"
"KCRX","AWOS 3","118.675","AWOS"
"KCRX","CTAF/UNICOM","122.8","UNIC"
"KCRX","MEMPHIS CNTR","135.9","CNTR"
"KCSG","ATIS","127.75","ATIS"
"KCSG","ATLANTA  APP/DEP","125.5","A/D"
"KCSG","CTAF","120.1","CTAF"
"KCSG","GND","121.9","GND"
"KCSG","MACON RDO","122.65","RDO"
"KCSG","TWR","120.1","TWR"
"KCSG","UNICOM","122.95","UNIC"
"KCSM","ASOS","135.225","ASOS"
"KCSM","CTAF","119.6","CTAF"
"KCSM","FORT WORTH CNTR","128.4","A/D"
"KCSM","GND","121.7","GND"
"KCSM","TWR","119.6","TWR"
"KCSM","UNICOM","122.95","UNIC"
"KCSQ","AWOS 3","124.75","AWOS"
"KCSQ","CTAF/UNICOM","122.8","UNIC"
"KCSQ","MINNEAPOLIS CNTR","125.65","CNTR"
"KCSV","ASOS","120.625","ASOS"
"KCSV","ATLANTA CNTR","133.6","CNTR"
"KCSV","CTAF/UNICOM","122.7","UNIC"
"KCSV","NASHVILLE RDO","122.2","RDO"
"KCTB","ASOS","119.025","ASOS"
"KCTB","CTAF/UNICOM","122.8","UNIC"
"KCTB","GREAT FALLS RDO","122.2","RDO"
"KCTB","SALT LAKE CITY CNTR","133.4","ARTC"
"KCTY","CTAF/UNICOM","122.8","UNIC"
"KCTY","GAINESVILLE RDO","112","RDO"
"KCTY","JACKSONVILLE CNTR","127.8","CNTR"
"KCTZ","AWOS 3","119.125","AWOS"
"KCTZ","CTAF/UNICOM","122.8","UNIC"
"KCTZ","FAYETTEVILLE APP/DEP","133","A/D"
"KCUB","ANDERSON RDO","114.7","RDO"
"KCUB","APP/DEP","133.4","A/D"
"KCUB","ASOS","119.675","ASOS"
"KCUB","CLNC DEL","124.4","CLD"
"KCUB","CTAF/UNICOM","122.8","UNIC"
"KCUB","MIL OPS","122.8","OPS"
"KCUH","AWOS 3","118.25","AWOS"
"KCUH","CTAF/UNICOM","122.8","UNIC"
"KCUH","KANSAS CITY CNTR","128.3","CNTR"
"KCVG","APP","119.7","APP"
"KCVG","ATIS","134.375","ATIS"
"KCVG","CLNC DEL","127.175","CLD"
"KCVG","DEP","126.65","DEP"
"KCVG","GND","121.3","GND"
"KCVG","LOUISVILLE RDO","117.3","RDO"
"KCVG","TWR","118.3","TWR"
"KCVG","UNICOM","122.95","UNIC"
"KCVN","ALBUQUERQUE RDO","122.5","RDO"
"KCVN","AWOS 3","135.375","AWOS"
"KCVN","CANNON APP","125.5","APP"
"KCVN","CANNON CLNC DEL","119","CLD"
"KCVN","CANNON DEP","125.5","DEP"
"KCVN","CTAF/UNICOM","122.8","UNIC"
"KCVO","AWOS 3","135.775","AWOS"
"KCVO","CASCADE APP/DEP","127.5","A/D"
"KCVO","CTAF/UNICOM","123","UNIC"
"KCVS","APP","125.5","APP"
"KCVS","ATIS","119.1","ATIS"
"KCVS","CLNC DEL","120.2","CLD"
"KCVS","COMD POST","38.13","POST"
"KCVS","DEP","125.5","DEP"
"KCVS","GND","121.9","GND"
"KCVS","PMSV METRO","34.46","PMSV"
"KCVS","PTD","139.6","PTD"
"KCVS","TWR","120.4","TWR"
"KCWA","ATIS","127.45","ATIS"
"KCWA","AWOS 3","127.45","AWOS"
"KCWA","CTAF","119.75","CTAF"
"KCWA","GND","121.9","GND"
"KCWA","GREEN BAY RDO","122.525","RDO"
"KCWA","MINNEAPOLIS CNTR","124.4","CNTR"
"KCWA","TWR","119.75","TWR"
"KCWA","UNICOM","122.95","UNIC"
"KCWF","AWOS 3","120","AWOS"
"KCWF","CTAF","124.2","CTAF"
"KCWF","GND","121.65","GND"
"KCWF","LAKE CHARLES APP/DEP","119.8","A/D"
"KCWF","TWR","124.2","TWR"
"KCWF","UNICOM","122.95","UNIC"
"KCWI","AWOS 3","125.525","AWOS"
"KCWI","CTAF/UNICOM","122.8","UNIC"
"KCWI","QUAD CITY APP/DEP","125.95","A/D"
"KCWI","QUAD CITY CLNC DEL","118.5","CLD"
"KCXL","CTAF/UNICOM","122.8","UNIC"
"KCXO","ASOS","118.325","ASOS"
"KCXO","CLNC DEL","119.55","CLD"
"KCXO","CTAF/UNICOM","122.95","UNIC"
"KCXO","HOUSTON APP/DEP","119.7","A/D"
"KCXO","RDO","122.2","RDO"
"KCYS","ANG OPS/COMD POST","22.552","OPS"
"KCYS","APP/DEP","124.55","A/D"
"KCYS","ARNG OPS","126.2","MISC"
"KCYS","ATIS","134.425","ATIS"
"KCYS","CASPER RDO","122.3","RDO"
"KCYS","CTAF","118.7","CTAF"
"KCYS","GND","121.9","GND"
"KCYS","TWR","118.7","TWR"
"KCYS","UNICOM","122.95","UNIC"
"KCZT","CTAF/UNICOM","122.8","UNIC"
"KCZT","HOUSTON CNTR","126.1","CNTR"
"KDAA","ARNG OPS","52.75","MISC"
"KDAA","ATIS","128.175","ATIS"
"KDAA","BASE OPS","139.4","OPS"
"KDAA","CLNC DEL","24.52","CLD"
"KDAA","CTAF","126.3","CTAF"
"KDAA","GND","121.9","GND"
"KDAA","PMSV METRO","139.4","PMSV"
"KDAA","POTOMAC APP","119.85","APP"
"KDAA","POTOMAC DEP","118.1","DEP"
"KDAA","PTD","139.4","PTD"
"KDAA","TWR","126.3","TWR"
"KDAB","APP","118.85","APP"
"KDAB","ATIS","120.05","ATIS"
"KDAB","CLNC DEL","119.3","CLD"
"KDAB","DEP","123.9","DEP"
"KDAB","GND","121.9","GND"
"KDAB","TWR","120.7","TWR"
"KDAB","UNICOM","122.95","UNIC"
"KDAG","ASOS","132.175","ASOS"
"KDAG","CTAF/UNICOM","123","UNIC"
"KDAG","HAWK 86","46.7","MISC"
"KDAG","LOS ANGELES CNTR","132.5","CNTR"
"KDAG","RIVERSIDE RDO","122.2","RDO"
"KDAL","ATIS","120.15","ATIS"
"KDAL","CLNC DEL","127.9","CLD"
"KDAL","FORT WORTH RDO","122.3","RDO"
"KDAL","GND","121.75","GND"
"KDAL","LOVE TWR","118.7","TWR"
"KDAL","RGNL APP","124.3","APP"
"KDAL","RGNL DEP","118.55","DEP"
"KDAL","UNICOM","122.95","UNIC"
"KDAN","ASOS","128.125","ASOS"
"KDAN","CTAF/UNICOM","123.05","UNIC"
"KDAN","LEESBURG RDO","122.2","RDO"
"KDAN","WASHINGTON CNTR","124.05","CNTR"
"KDAY","ATIS","125.8","ATIS"
"KDAY","CLNC DEL","121.75","CLD"
"KDAY","DAYTON APP/DEP","118","A/D"
"KDAY","DAYTON RDO","122.2","RDO"
"KDAY","DAYTON TWR","119.9","TWR"
"KDAY","GND","121.9","GND"
"KDAY","UNICOM","122.95","UNIC"
"KDBN","ATLANTA APP/DEP","119.6","A/D"
"KDBN","AWOS 3","118.425","AWOS"
"KDBN","CTAF/UNICOM","122.7","UNIC"
"KDBQ","ATIS","127.25","ATIS"
"KDBQ","CHICAGO CNTR","127","CNTR"
"KDBQ","CTAF","119.5","CTAF"
"KDBQ","FORT DODGE RDO","122.05","RDO"
"KDBQ","GND","121.8","GND"
"KDBQ","TWR","119.5","TWR"
"KDBQ","UNICOM","122.95","UNIC"
"KDCA","ATIS","132.65","ATIS"
"KDCA","CLNC DEL","128.25","CLD"
"KDCA","GND","121.7","GND"
"KDCA","POTOMAC APP","118.3","APP"
"KDCA","POTOMAC DEP","118.95","DEP"
"KDCA","UNICOM","122.95","UNIC"
"KDCA","WASHINGTON TWR","119.1","TWR"
"KDCU","ANNISTON RDO","122.6","RDO"
"KDCU","ASOS","118.375","ASOS"
"KDCU","CTAF/UNICOM","123.075","UNIC"
"KDCU","HUNTSVILLE APP/DEP","118.05","A/D"
"KDDC","ASOS","118.525","ASOS"
"KDDC","CTAF/UNICOM","122.7","UNIC"
"KDDC","KANSAS CITY CNTR","125.2","CNTR"
"KDDC","WICHITA RDO","122.35","RDO"
"KDEC","ATIS","126.35","ATIS"
"KDEC","CHAMPAIGN APP/DEP","132.85","A/D"
"KDEC","CTAF","118.9","CTAF"
"KDEC","GND","121.75","GND"
"KDEC","ST LOUIS RDO","122.3","RDO"
"KDEC","TWR","118.9","TWR"
"KDEC","UNICOM","122.95","UNIC"
"KDEH","AWOS 3","120.925","AWOS"
"KDEH","CTAF/UNICOM","122.8","UNIC"
"KDEH","MINNEAPOLIS CNTR","118.85","CNTR"
"KDEN","APP","119.3","APP"
"KDEN","ATIS","125.6","ATIS"
"KDEN","CLNC DEL","118.75","CLD"
"KDEN","DEP","126.1","DEP"
"KDEN","GND","121.85","GND"
"KDEN","RDO","123.65","RDO"
"KDEN","TWR","124.3","TWR"
"KDEN","UNICOM","122.95","UNIC"
"KDET","APP/DEP","126.85","A/D"
"KDET","ATIS","124.875","ATIS"
"KDET","GND","121.85","GND"
"KDET","LANSING RDO","122.2","RDO"
"KDET","TWR","121.3","TWR"
"KDET","UNICOM","122.95","UNIC"
"KDFI","ASOS","121.425","ASOS"
"KDFI","CTAF/UNICOM","122.7","UNIC"
"KDFI","TOLEDO APP/DEP","134.35","A/D"
"KDFW","ATIS","123.775","ATIS"
"KDFW","CLNC DEL","128.25","CLD"
"KDFW","RGNL APP","119.875","APP"
"KDFW","RGNL APP","28.465","APP"
"KDFW","RGNL DEP","118.55","DEP"
"KDFW","RGNL DEP","31.985","DEP"
"KDFW","RGNL GND","121.65","GND"
"KDFW","RGNL TWR","124.15","TWR"
"KDFW","UNICOM","122.95","UNIC"
"KDGL","CTAF/UNICOM","122.8","UNIC"
"KDGL","PRESCOTT RDO","122.6","RDO"
"KDGW","ASOS","135.225","ASOS"
"KDGW","CASPER RDO","121.975","RDO"
"KDGW","CTAF/UNICOM","122.8","UNIC"
"KDGW","DENVER CNTR","135.6","CNTR"
"KDHN","ANNISTON RDO","122.2","RDO"
"KDHN","ATIS","135.72","ATIS"
"KDHN","CAIRNS APP/DEP","125.4","A/D"
"KDHN","CTAF","118.4","CTAF"
"KDHN","GND","121.7","GND"
"KDHN","TWR","118.4","TWR"
"KDHN","UNICOM","122.95","UNIC"
"KDHN","VFR ADVSY SVC","118.4","MISC"
"KDHT","ALBUQUERQUE CNTR","127.85","CNTR"
"KDHT","ASOS","134.075","ASOS"
"KDHT","CTAF/UNICOM","122.95","UNIC"
"KDHT","FORT WORTH RDO","122.2","RDO"
"KDIK","CTAF/UNICOM","123","UNIC"
"KDIK","GRAND FORKS RDO","122.2","RDO"
"KDIK","MINNEAPOLIS CNTR","124.25","CNTR"
"KDKK","ASOS","119.275","ASOS"
"KDKK","BUFFALO APP/DEP","126.5","A/D"
"KDKK","BUFFALO RDO","116.2","RDO"
"KDKK","CTAF/UNICOM","123.075","UNIC"
"KDLF","ATIS","114.4","ATIS"
"KDLF","CLNC DEL","120.5","CLD"
"KDLF","DEL RIO APP","119.6","APP"
"KDLF","DEL RIO DEP","119.6","DEP"
"KDLF","GND","138.75","GND"
"KDLF","PMSV METRO","35.46","PMSV"
"KDLF","PTD","37.22","PTD"
"KDLF","TWR","125.2","TWR"
"KDLH","ANG COMD POST","28.89","POST"
"KDLH","APP/DEP","125.45","A/D"
"KDLH","ATIS","124.1","ATIS"
"KDLH","GND","121.9","GND"
"KDLH","PRINCETON RDO","122.35","RDO"
"KDLH","PTD","28.89","PTD"
"KDLH","TWR","118.3","TWR"
"KDLH","UNICOM","122.95","UNIC"
"KDLL","AWOS 3","118.325","AWOS"
"KDLL","CTAF/UNICOM","123","UNIC"
"KDLL","GREEN BAY RDO","117","RDO"
"KDLL","MADISON APP/DEP","135.45","A/D"
"KDLN","ASOS","135.225","ASOS"
"KDLN","CTAF/UNICOM","122.8","UNIC"
"KDLN","GREAT FALLS RDO","122.15","RDO"
"KDLN","SALT LAKE CITY CNTR","132.4","CNTR"
"KDLS","ASOS","135.175","ASOS"
"KDLS","CTAF/UNICOM","123","UNIC"
"KDLS","SEATTLE CNTR","119.65","CNTR"
"KDLS","SEATTLE RDO","122.65","RDO"
"KDMA","ATIS","27.01","ATIS"
"KDMA","CLNC DEL","121.8","CLD"
"KDMA","COMD POST","38.13","ACP"
"KDMA","GND","121.8","GND"
"KDMA","PMSV METRO","23.98","PMSV"
"KDMA","PTD","37.22","PTD"
"KDMA","TUCSON APP/DEP","119.4","A/D"
"KDMA","TWR","118.85","TWR"
"KDMN","ALBUQUERQUE CNTR","128.2","CNTR"
"KDMN","ALBUQUERQUE RDO","122.2","RDO"
"KDMN","ASOS","118.525","ASOS"
"KDMN","CTAF/UNICOM","122.8","UNIC"
"KDMO","ASOS","120.525","ASOS"
"KDMO","COLUMBIA RDO","122.05","RDO"
"KDMO","CTAF/UNICOM","122.8","UNIC"
"KDMO","WHITEMAN APP","127.45","APP"
"KDMO","WHITEMAN DEP","125.925","DEP"
"KDNL","ASOS","135.275","ASOS"
"KDNL","AUGUSTA APP/DEP","126.8","A/D"
"KDNL","CLNC DEL","128.1","CLD"
"KDNL","CTAF/UNICOM","123.05","UNIC"
"KDNL","MACON RDO","122.3","RDO"
"KDNN","AWOS 3","127.65","AWOS"
"KDNN","CHATTANOOGA APP/DEP","125.1","A/D"
"KDNN","CLNC DEL","120.25","CLD"
"KDNN","CTAF/UNICOM","122.975","UNIC"
"KDNS","AWOS 3","119.95","AWOS"
"KDNS","CTAF/UNICOM","122.8","UNIC"
"KDNS","FORT DODGE RDO","122.25","RDO"
"KDNS","MINNEAPOLIS CNTR","119.6","CNTR"
"KDNV","AWOS 3","119.275","AWOS"
"KDNV","CHAMPAIGN APP/DEP","121.35","A/D"
"KDNV","CHAMPAIGN CLNC DEL","121.7","CLD"
"KDNV","CTAF/UNICOM","122.7","UNIC"
"KDNV","ST LOUIS RDO","111","RDO"
"KDOV","APP","132.425","APP"
"KDOV","ATIS","135.05","ATIS"
"KDOV","CLNC DEL","125.55","CLD"
"KDOV","COMD POST","134.1","POST"
"KDOV","DEP","32.3","DEP"
"KDOV","GND","118.875","GND"
"KDOV","MILLVILLE RDO","111.4","RDO"
"KDOV","PMSV METRO","34.2","PMSV"
"KDOV","PTD","134.1","PTD"
"KDOV","TWR","126.35","TWR"
"KDPA","ASOS","124.8","ASOS"
"KDPA","ATIS","124.8","ATIS"
"KDPA","CHICAGO APP/DEP","133.5","A/D"
"KDPA","CLNC DEL","119.75","CLD"
"KDPA","GND","121.8","GND"
"KDPA","KANKAKEE RDO","122.3","RDO"
"KDPA","TWR","120.9","TWR"
"KDPA","UNICOM","122.95","UNIC"
"KDPG","CLOVER CON SOUTH","134.1","ACC"
"KDPG","CTAF","126.2","CTAF"
"KDPG","DUGWAY RANGE CON","36.1","INFO"
"KDPG","FIRE STATION","126.2","EMR"
"KDRI","AWOS 3","118.225","AWOS"
"KDRI","CTAF/UNICOM","122.8","UNIC"
"KDRI","DE RIDDER RDO","122.2","RDO"
"KDRI","POLK APP/DEP","123.7","A/D"
"KDRO","ASOS","120.625","ASOS"
"KDRO","CTAF/UNICOM","122.8","UNIC"
"KDRO","DENVER CNTR","118.575","CNTR"
"KDRO","DENVER RDO","122.35","RDO"
"KDRT","APP","119.6","APP"
"KDRT","ASOS","118.525","ASOS"
"KDRT","CLNC DEL","120.5","CLD"
"KDRT","CTAF/UNICOM","122.8","UNIC"
"KDRT","DEP","119.6","DEP"
"KDRT","SAN ANGELO RDO","122.3","RDO"
"KDSM","ANG OPS MAINT","138.15","OPS"
"KDSM","APP/DEP","118.6","A/D"
"KDSM","ATIS","119.55","ATIS"
"KDSM","CLNC DEL","134.15","CLD"
"KDSM","FORT DODGE RDO","122.65","RDO"
"KDSM","GND","121.9","GND"
"KDSM","TWR","118.3","TWR"
"KDSM","UNICOM","122.95","UNIC"
"KDSV","ASOS","118.325","ASOS"
"KDSV","CTAF/UNICOM","123","UNIC"
"KDSV","ROCHESTER APP/DEP","123.7","A/D"
"KDTA","AWOS 3","127.75","AWOS"
"KDTA","CEDAR CITY RDO","122.55","RDO"
"KDTA","CTAF/UNICOM","122.8","UNIC"
"KDTL","AWOS 3","111.2","AWOS"
"KDTL","CTAF/UNICOM","122.8","UNIC"
"KDTL","PRINCETON RDO","122.5","RDO"
"KDTN","APP/DEP","119.9","A/D"
"KDTN","ASOS","118.525","ASOS"
"KDTN","CLNC DEL","120.75","CLD"
"KDTN","CTAF","120.225","CTAF"
"KDTN","DE RIDDER RDO","122.6","RDO"
"KDTN","GND","121.65","GND"
"KDTN","TWR","120.225","TWR"
"KDTN","UNICOM","122.95","UNIC"
"KDTW","APP","118.575","APP"
"KDTW","ATIS","133.675","ATIS"
"KDTW","DEP","118.575","DEP"
"KDTW","GND","119.25","GND"
"KDTW","LANSING RDO","115.7","RDO"
"KDTW","METRO TWR","118.4","TWR"
"KDTW","PRE TAXI CLNC","120.65","CLD"
"KDTW","UNICOM","122.95","UNIC"
"KDUA","AWOS 3","124.175","AWOS"
"KDUA","CTAF/UNICOM","122.8","UNIC"
"KDUA","FORT WORTH CNTR","124.75","CNTR"
"KDUG","ASOS","119.275","ASOS"
"KDUG","CTAF/UNICOM","123","UNIC"
"KDUG","PRESCOTT RDO","122.4","RDO"
"KDUJ","ALTOONA RDO","122.2","RDO"
"KDUJ","ASOS","119.025","ASOS"
"KDUJ","CLEVELAND CNTR","126.72","CNTR"
"KDUJ","CTAF","123","CTAF"
"KDUJ","UNICOM","123","UNIC"
"KDVL","AWOS 3","125.875","AWOS"
"KDVL","CTAF/UNICOM","122.8","UNIC"
"KDVL","GRAND FORKS RDO","122.3","RDO"
"KDVN","ARNG OPS","36.1","OPS"
"KDVN","ASOS","120.175","ASOS"
"KDVN","CTAF/UNICOM","123","UNIC"
"KDVN","FORT DODGE RDO","122.5","RDO"
"KDVN","QUAD CITY APP/DEP","125.95","A/D"
"KDVN","QUAD CITY CLNC DEL","118.35","CLD"
"KDVT","APP/DEP","120.7","A/D"
"KDVT","ATIS","126.5","ATIS"
"KDVT","CLNC DEL","123.9","CLD"
"KDVT","CTAF","118.4","CTAF"
"KDVT","DEER VALLEY TWR","118.4","TWR"
"KDVT","GND","121.8","GND"
"KDVT","PRESCOTT RDO","122.6","RDO"
"KDVT","UNICOM","122.95","UNIC"
"KDWH","ATIS","124.95","ATIS"
"KDWH","CLNC DEL","119.45","CLD"
"KDWH","CTAF","118.4","CTAF"
"KDWH","GND","121.8","GND"
"KDWH","HOUSTON APP/DEP","119.7","A/D"
"KDWH","TWR","118.4","TWR"
"KDWH","UNICOM","122.95","UNIC"
"KDYS","ABILENE APP/DEP","125","A/D"
"KDYS","ACC COMMAND POST","31.1","POST"
"KDYS","AMCC","34.94","POST"
"KDYS","ATIS","38.57","ATIS"
"KDYS","GND","118.35","GND"
"KDYS","PMSV METRO","38.325","PMSV"
"KDYS","PTD","139.3","PTD"
"KDYS","TWR","133","TWR"
"KEAN","CTAF","122.9","CTAF"
"KEAR","AWOS 3","123.875","AWOS"
"KEAR","COLUMBUS RDO","122.55","RDO"
"KEAR","CTAF/UNICOM","122.8","UNIC"
"KEAR","MINNEAPOLIS CNTR","119.4","CNTR"
"KEAT","ASOS","119.925","ASOS"
"KEAT","CTAF/UNICOM","123","UNIC"
"KEAT","SEATTLE CNTR","126.1","CNTR"
"KEAT","SEATTLE RDO","122.6","RDO"
"KEAU","ASOS","119.675","ASOS"
"KEAU","CTAF/UNICOM","123","UNIC"
"KEAU","GREEN BAY RDO","122.65","RDO"
"KEAU","MINNEAPOLIS APP/DEP","125.3","A/D"
"KEBS","AWOS 3","127.825","AWOS"
"KEBS","CTAF/UNICOM","122.8","UNIC"
"KEBS","MINNEAPOLIS CNTR","134","CNTR"
"KECG","AIR","34.5","A/G"
"KECG","ASOS","118.525","ASOS"
"KECG","CTAF","120.5","CTAF"
"KECG","GND","121.9","GND"
"KECG","NORFOLK APP/DEP","119.55","A/D"
"KECG","TWR","120.5","TWR"
"KECG","UNICOM","122.95","UNIC"
"KECP","PANAMA CITY GROUND","121.65","GND"
"KECP","PANAMA CITY TOWER","118.95","TWR"
"KECS","AWOS 3","118","AWOS"
"KECS","CASPER RDO","122.5","RDO"
"KECS","CTAF/UNICOM","122.8","UNIC"
"KECS","DENVER CNTR","127.95","CNTR"
"KEDE","AWOS 3","121.125","AWOS"
"KEDE","CTAF/UNICOM","123","UNIC"
"KEDE","WASHINGTON CNTR","123.85","CNTR"
"KEDG","CTAF","126.2","CTAF"
"KEDG","OPS","126.2","OPS"
"KEDG","POTOMAC APP/DEP","119","A/D"
"KEDW","ATIS","26.99","ATIS"
"KEDW","COMD POST","30.4","POST"
"KEDW","GND","121.8","GND"
"KEDW","NASA FLT OPS","135.825","MISC"
"KEDW","PMSV METRO","34.24","PMSV"
"KEDW","PTD","37.22","PTD"
"KEDW","SPORT APP/DEP","132.75","A/D"
"KEDW","TWR","120.7","TWR"
"KEED","ASOS","128.325","ASOS"
"KEED","CTAF/UNICOM","123","UNIC"
"KEED","LOS ANGELES CNTR","134.65","A/D"
"KEED","PRESCOTT RDO","115.2","RDO"
